Developing regions,"Country 
letter code",ISO code,CountryOld,Country,,EXCLUDE1isyes,Start year,End year,"Age 
range",Population type,Contraceptive-use-ANY,Contraceptive-use-MODERN,Contraceptive-use-TRADITIONAL,Note on country,Note on population,Note on methods,"Notes on residuals 
(Modern methods)","Notes on residuals 
(Traditional methods)",GEO biases (unknown direction),Non-pregnant and other positive biases,Negative bias,Modern method bias,Folk method positive bias,Unmet,Spacing,Limiting,,Data series/type,Sponsor,Source name,Data Catalogue ID
developing,BWA ,72,Botswana,Botswana,Botswana1988,0,1988.58,1989,15-49,MW,33,31.7,1.3,,,,,Including abstinence.,,,,,,26.9,19.4,7.4,,DHS,,1988 Botswana Family Health Survey II,1803
developing,BWA ,72,Botswana,Botswana,Botswana1996,0,1996,1997,15-49,AL,41.7,,,,"Data pertain to all women of reproductive age, irrespective of marital status.",,,,,,,,,,,,,National survey,,1996 Botswana Family Health Survey III,113
developing,BWA ,72,Botswana,Botswana,Botswana2000,0,2000.39,2000.58,15-49,MW,44.4,42.1,2.3,,,,,Including abstinence.,,,,,,,,,,MICS2,,Botswana Multiple Indicators Survey 2000,1927
developing,BWA ,72,Botswana,Botswana,Botswana2007,0,2007.5,2008.08,Dec-49,AL,52.8,51.2,2.6,,"Data pertain to all women of reproductive age, irrespective of marital status.",Figures by method do not add up to the total because some methods are used in combination.,,,,,,,,,,,,National survey,,2007 Botswana Family Health Survey IV,2951
developing,BRA ,76,Brazil,Brazil,Brazil1986,0,1986.33,1986.66,15-44,MW,66.2,56.5,9.7,,,,,Including folk methods.,,,,,Including folk methods.,12.8,4.8,8,,DHS,,"Pesquisa Nacional Sobre Saude Matemo-lnfantil e Planejamento Familiar, Brasil 1986",1869
developing,BRA ,76,Brazil,Brazil,Brazil1996,0,1996.16,1996.5,15-49,MW,76.7,70.3,6.4,,,,,Including folk methods.,,,,,Including folk methods.,10.8,4,6.8,,DHS,,"Pesquisa Nacional Sobre Demografia e Saude, Brasil 1996",1868
developing,BRA ,76,Brazil,Brazil,Brazil2006,0,2006,2007,15-49,MW,80.3,77.1,3.2,,,,,,,,,,,6,,,,National survey,,Pesquisa Nacional Sobre Demografia e Saude 2006,4496
,BGR ,100,Bulgaria,Bulgaria,Bulgaria1976,0,1976.84,1977,15-44,MW,75,6,69.1,,,Adjusted.,,Including abstinence and douching.,,,,,,,,,,National survey,,1976 Bulgarian Fertility Survey,4961
,BGR ,100,Bulgaria,Bulgaria,Bulgaria1995,0,1995,1996,15-44,MW,85.9,45.6,40.3,,,,,Including douching.,,,,,,,,,,National survey,,1995 Women in Transition Survey,2851
,BGR ,100,Bulgaria,Bulgaria,Bulgaria1997,0,1997.83,1998.24,20-44,MW,63.4,39.6,23.8,,,Adjusted.,Including male and female sterilization.,Including rhythm.,,,,,,29.7,,29.7,,FFS,,Bulgarian Fertility and Family Survey,2870
,BGR ,100,Bulgaria,Bulgaria,Bulgaria2004,0,2004.84,2005,18-49,MW,64.37929695,36.7806867,27.59861026,,Data pertain to women with co-resident male partner.,Including some cases of sterilization for non-contraceptive reasons.,,,,,,+,,,,,,GGS,,Bulgaria 2004-2005 Generations and Gender Survey Wave 1 ,5428
,BGR ,100,Bulgaria,Bulgaria,Bulgaria2007,0,2007.25,2007.49,20-49,MW,69.22463768,40.12463768,29.1,,Data pertain to women with co-resident male partner.,Including some cases of sterilization for non-contraceptive reasons.,,,,,,+,,,,,,GGS,,Bulgaria 2007 Generations and Gender Survey Wave 2 ,5429
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso1992,0,1992.92,1993.24,15-49,MW,24.9,4.2,20.7,,,,Including male and female sterilization.,Including long-term abstinence and folk methods.,,,,,Including long-term abstinence and folk methods.,24.6,18,6.6,,DHS,,Enquête Démographique et de Santé du Burkina Faso 1993,1776
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso1998,0,1998.83,1999.24,15-49,MW,11.9,4.8,7,,,,Including male and female sterilization and vaginal barrier methods.,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,30.3,22.8,7.5,,DHS,,Enquête Démographique et de Santé du Burkina Faso 1998-1999,1777
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso2003,0,2003.41,2003.91,15-49,MW,13.8,8.7,5,,,,,Including abstinence.,,,,,,29.8,22.3,7.5,,DHS,,Enquête Démographique et de Santé du Burkina Faso 2003,1787
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso2006,0,2006.24,2006.45,15-49,MW,17.4,14.4,3,,,,,,,,,,,,,,,MICS3,,Enquête par Grappes à Indicateurs Multiples,136
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso2010,0,2010.33,2011.08,15-49,MW,16.2,15,1.2,,,,Including foam/jelly.,Including lactational amenorrhea (LAM) and withdrawal.,,,,,,24.5,17.8,6.7,,DHS,,Enquête Démographique et de Santé et à Indicateurs Multiples du Burkina Faso 2010,4494
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso2014,0,2014.5,2014.83,15-49,MW,18.1,17.9,0.2,,,,,,,,,,,38.1,32.4,5.7,,PMA,,Burkina Faso 2014 PMA2020: Round 1,5993
developing,BFA ,854,Burkina Faso,Burkina Faso,Burkina Faso2015,0,2015.33,2015.49,15-49,MW,20.8,20,0.9,,,,,,,,,,,33,26.5,6.5,,PMA,,Burkina Faso 2014 PMA2020:Round 2,5764
developing,BDI ,108,Burundi,Burundi,Burundi1987,0,1987.16,1987.58,15-49,MW,8.7,1.2,7.5,,,,,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,25.1,17.7,7.4,,DHS,,Enquête Démographique et de Santé au Burundi,1716
developing,BDI ,108,Burundi,Burundi,Burundi2000,0,2000.29,2000.39,15-49,MW,15.7,12.2,3.4,,,,,,,,,,,,,,,MICS2,,Enquête Nationale d'Evaluation des Conditions de vie de l'Enfant et de la Femme au Burundi en 2000,1905
developing,BDI ,108,Burundi,Burundi,Burundi2002,0,2002,2003,15-49,MW,19.7,8.5,11.2,,,,,,,,,,,29,,,,National survey,,Enquête Socio-démographique et de Santé de la Reproduction Burundi 2002,2919
developing,BDI ,108,Burundi,Burundi,Burundi2005,0,2005.72,2006,15-49,MW,9.1,7.9,1.2,,,,,,,,,,,,,,,MICS3,,Enquête Nationale d’Évaluation des Conditions de vie de l’Enfant et de la Femme au Burundi 2005,148
developing,BDI ,108,Burundi,Burundi,Burundi2009,0,2009,2010,15-49,MW,22.7,19.6,3.1,,,,,,,,,,,,,,,National survey,,Burundi 2009 Enquête ménages pour le suivi et l’évaluation de l’impact de l’appui au système de remboursement du Paquet Minimum des Services de santé,6035
developing,BDI ,108,Burundi,Burundi,Burundi2010,0,2010.58,2011.08,15-49,MW,21.9,17.7,4.1,,,,,,,,,,,32.4,22.6,9.8,,DHS,,Enquête Démographique et de Santé Burundi 2010,4950
developing,BDI ,108,Burundi,Burundi,Burundi2012,0,2012.835571,2013,15-49,MW,31.7,30,1.7,,,,,,,,,,,,,,,National survey,,Burundi 2012 Enquête ménages pour le suivi et l’évaluation de l’impact de l’appui au système de remboursement du Paquet Minimum des Services de santé,6033
developing,CPV ,132,Cabo Verde,Cabo Verde,Cabo Verde1988,0,1988,1990,15-49,MW,23.8,19,4.8,,,,,,,,,,,,,,,National survey,,Inquérito sobre a Fecundidade em Cabo Verde 1988,2779
developing,CPV ,132,Cabo Verde,Cabo Verde,Cabo Verde1998,0,1998.5,1998.66,15-49,MW,52.9,46,6.9,,,Figures by method do not add up to the total.,,,,,,,,14.2,4,10,,RHS,,Inquérito Demografico e de Saude Reprodutiva 1998,155
developing,CPV ,132,Cabo Verde,Cabo Verde,Cabo Verde2005,0,2005.5,2006,15-49,MW,61.3,57.1,4.2,,,,"Including male sterilization, implants and vaginal barrier methods.",Including lactational amenorrhea (LAM).,,,,,,16.7,6.4,10.3,,DHS,,II Inquérito Demográfico e de Saúde Reproductiva 2005,2942
developing,KHM ,116,Cambodia,Cambodia,Cambodia1995,0,1995,1996,15-44,MW,12.6,6.9,5.7,,,,,,,,,,,,,,,National survey,,KAP Survey on Fertility and Contraception,2852
developing,KHM ,116,Cambodia,Cambodia,Cambodia1998,0,1998.5,1998.58,15-49,MW,21.8,16.1,5.7,,,,,,,,,,,,,,,National survey,,National Health Survey 1998,172
developing,KHM ,116,Cambodia,Cambodia,Cambodia2000,0,2000.08,2000.58,15-49,MW,23.8,18.8,5,,,,,Including folk methods.,,,,,Including folk methods.,33,17.2,15.9,,DHS,,Cambodia Demographic and Health Survey 2000,1825
developing,KHM ,116,Cambodia,Cambodia,Cambodia2005,0,2005.67,2006.24,15-49,MW,40,27.2,12.8,,,,,Including folk methods.,,,,,Including folk methods.,25.3,8.5,16.8,,DHS,,Cambodia Demographic and Health Survey 2005,1812
developing,KHM ,116,Cambodia,Cambodia,Cambodia2010,0,2010.5,2011.08,15-49,MW,50.5,34.9,15.7,,,,,Including folk methods.,,,,,Including folk methods.,16.9,6.1,10.8,,DHS,,Cambodia Demographic and Health Survey 2010,4951
developing,KHM ,116,Cambodia,Cambodia,Cambodia2014,0,2014.42,2014.95,15-49,MW,56.3,38.8,17.5,,,,,Including folk methods.,,,,,Including folk methods.,12.5,5.4,7,,DHS,,Cambodia 2014 Demographic and Health Survey,5566
developing,CMR ,120,Cameroon,Cameroon,Cameroon1978,0,1978,1979,15-49,MW,2.4,0.6,1.8,,,,,,,,,,,,,,,WFS,,Enquête Nationale sur la Fécondité du Cameroun 1978,776
developing,CMR ,120,Cameroon,Cameroon,Cameroon1991,0,1991.25,1991.75,15-49,MW,16.1,4.3,11.8,,,,,Including abstinence.,,,,,,22.4,17.4,4.9,,DHS,,Enquête Démographique et de Santé du Cameroun 1991,1798
developing,CMR ,120,Cameroon,Cameroon,Cameroon1998,0,1998.08,1998.49,15-49,MW,19.3,7.1,12.3,,,,"Including male sterilization, implants and vaginal barrier methods.",Including folk methods.,,,,,Including folk methods.,20.7,13.9,6.8,,DHS,,Enquête Démographique et de Santé du Cameroun 1998,1674
developing,CMR ,120,Cameroon,Cameroon,Cameroon2000,0,2000.5,2000.65,15-49,MW,25.6,11.1,14.5,,,,,,,,,,,,,,,MICS2,,Enquête à Indicateurs Multiples au Cameroun 2000,1914
developing,CMR ,120,Cameroon,Cameroon,Cameroon2004,0,2004.08,2004.67,15-49,MW,26,13.1,12.9,,,,,,,,,,,20.5,14.1,6.5,,DHS,,Enquête Démographique et de Santé du Cameroun 2004,1786
developing,CMR ,120,Cameroon,Cameroon,Cameroon2006,0,2006.33,2006.47,15-49,MW,29.2,15.2,14,,,,,,,,,,,,,,,MICS3,,Enquête par Grappes à Indicateurs Multiples Cameroun 2006 ,2312
developing,CMR ,120,Cameroon,Cameroon,Cameroon2011,0,2011,2011.66,15-49,MW,23.4,14.4,8.9,,,,,,,,,,,23.5,15.2,8.2,,DHS,,Enquête Démographique et de Santé et à Indicateurs Multiples du Cameroun 2011,4686
developing,CMR ,120,Cameroon,Cameroon,Cameroon2014,0,2014,2015,15-49,MW,34.3,21,13.3,,,Preliminary data.,,,,,,,,18,,,,MICS,,"Enquête par grappes à indicateurs multiples (MICS5), 2014, Rapport de résultats clés",5641
,CAN ,124,Canada,Canada,Canada1984,0,1984,1985,18-49,MW,73.1,69.7,3.6,,,Figures by method do not add up to the total because some methods are used in combination.,,,,,,,,,,,,National survey,,1984 Canadian Fertility Survey,2740
,CAN ,124,Canada,Canada,Canada1995,0,1995,1996,15-49,MW,74.7,73.3,1.5,,,,,,,,,,,,,,,FFS,,1995 Canadian General Social Survey,2854
,CAN ,124,Canada,Canada,Canada1998,0,1998,1999,18-44,MW,80,76,8,,,Figures by method do not add up to the total because some methods are used in combination.,Excluding hysterectomies.,,,,,,,,,,,National survey,,1998 Canadian Contraception Study,4962
,CAN ,124,Canada,Canada,Canada2002,0,2002,2003,18-44,MW,74,72,9,,Data pertain to women who have ever had sex.,Figures by method do not add up to the total because some methods are used in combination.,Excluding hysterectomies.,,,,,,,,,,,National survey,,2002 Canadian Contraception Study,2920
,CAN ,124,Canada,Canada,Canada2006,0,2006,2007,15-49,SA,85,,,,"Data pertain to women who have ever had sex. Data pertain to all women of reproductive age, irrespective of marital status. Data pertain to sexually active, non-pregnant women.",Data pertain to methods used during  last six months. Figures by method do not add up to the total because some methods are used in combination. Including some cases of sterilization for non-contraceptive reasons.,Including contraceptive patch and ring. Including some cases of sterilization for non-contraceptive reasons.,,,"Data pertain to sexually active, non-pregnant women.",,+,,,,,,National survey,,Canada 2006 Contraceptive Studies,5982
developing,CAF ,140,Central African Republic,Central African Republic,Central African Republic1994,0,1994.67,1995.24,15-49,MW,14.8,3.3,11.5,,,,,Including abstinence and folk methods.,,,,,Including abstinence and folk methods.,19.1,13.7,5.3,,DHS,,Enquête Démographique et de Santé 1994-95,1732
developing,CAF ,140,Central African Republic,Central African Republic,Central African Republic2000,0,2000,2001,15-49,MW,27.9,11.7,16.2,,,,,,,,,,,,,,,MICS2,,Multiple Indicator Cluster Survey 2000,1934
developing,CAF ,140,Central African Republic,Central African Republic,Central African Republic2006,0,2006.45,2006.85,15-49,MW,19,11.2,7.9,,,,,,,,,,,,,,,MICS3,,Enquête à Indicateurs Multiples 2006,54
developing,CAF ,140,Central African Republic,Central African Republic,Central African Republic2010,0,2010.47,2011.02,15-49,MW,15.2,12.1,3.1,,,,,,,,,,,27,20.3,6.7,,MICS,,"MICS, République Centrafricaine 2010",4991
developing,TCD ,148,Chad,Chad,Chad1996,0,1996.92,1997.58,15-49,MW,4.1,1.2,3,,,Figures by method do not add up to the total.,,Including folk methods.,,,,,Including folk methods.,17.4,13.9,3.6,,DHS,,"Enquête Démographique et de Santé, Tchad 1996-1997",1675
developing,TCD ,148,Chad,Chad,Chad2000,0,2000.38,2000.71,15-49,MW,7.9,6.4,1.5,,,,,,,,,,,,,,,MICS2,,Enquête par Grappes a Indicateurs Multiples au Tchad,1896
developing,TCD ,148,Chad,Chad,Chad2004,0,2004.56,2004.94,15-49,MW,2.8,1.7,1.1,,,,"Including male sterilization, female condoms, implants and vaginal barrier methods.",,,,,,,20.6,17.9,2.7,,DHS,,"Enquête Démographique et de Santé, Tchad 2004",1762
developing,TCD ,148,Chad,Chad,Chad2010,0,2010.03,2012.41,15-49,MW,4.8,4.5,0.3,,,,,,,,,,,28.3,22.6,5.7,,MICS4,,Enquête par Grappes à Indicateurs Multiples (MICS) Tchad 2010,4992
developing,TCD ,148,Chad,Chad,Chad2014,0,2014.75,2015.08,15-49,MW,5.7,5,0.6,,Includes sexually active unmarried women,Preliminary data.,,,,,,,,22.9,,,,DHS,,Enquête Démographique et de Santé et à Indicateurs Multiples au Tchad 2014-2015,5564
developing,CHL ,152,Chile,Chile,Chile2001,0,2001,2002,15-44,BS,60.7,57.9,2.7,,Data pertain to men and women of reproductive age who are married or in a union.,,,Including breastfeeding.,,,,,,,,,,National survey,,Encuesta Nacional de Calidad de Vida y Salud 2001,2911
developing,CHL ,152,Chile,Chile,Chile2006,0,2006,2007,15-44,BS,64.2,64.2,,,Data pertain to men and women of reproductive age.,Data pertain to the four most commonly used methods only.,,,,,,,,,,,,National survey,,Encuesta Nacional de Calidad de Vida y Salud 2006,3061
developing,CHN ,156,China,China,China1982,0,1982,1983,15-49,EM,69.5,66.7,2.8,,Data pertain to ever-married women of reproductive age.,,,,,,,,,,,,,National survey,,1982 National One-per-thousand Population Sample on Fertility,717
developing,CHN ,156,China,China,China1988,0,1988.5,1988.54,15-49,EM,71.1,69.9,1.2,,Data pertain to ever-married women of reproductive age.,,,,,,,,,,,,,National survey,,1988 National Fertility and Family Planning Survey,140
developing,CHN ,156,China,China,China1992,0,1992.67,1992.83,15-49,EM,84.6,83.7,0.9,,Data pertain to ever-married women of reproductive age.,Adjusted.,,,,,,,,3.3,,,,National survey,,1992 National Fertility and Family Planning Survey,750
developing,CHN ,156,China,China,China1997,0,1997.5,1997.5,15-49,MW,83.8,83.3,0.5,,,,,,,,,,,2.7,,,,National survey,,1997 Demographic and Reproductive Health Survey,2871
developing,CHN ,156,China,China,China2001,0,2001,2002,15-49,MW,86.9,86.2,0.7,,,,Including pills and injectables.,,,,,,,2.3,,,,National survey,,2001 National Family Planning and Reproductive Health Survey,2912
developing,CHN ,156,China,China,China2006,0,2006,2007,15-49,MW,84.6,84,0.6,,,,,,,,,,,,,,,National survey,,2006 National Family Planning and Reproductive Health Survey,4963
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1967",0,1967,1968,15-45,MW,42,,,,,,,,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1967",4964
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1972",0,1972,1973,15-49,MW,49.6,43.3,6.5,,,Figures by method do not add up to the total.,Including male and female sterilization.,Including withdrawal.,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1972",4681
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1977",0,1977,1978,15-49,MW,71.9,64,7.9,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1977",4965
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1982",0,1982,1983,15-49,MW,72.3,63.9,8.5,,,,,Including withdrawal.,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1982",2726
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1987",0,1987,1988,15-49,MW,80.8,75,5.9,,,,,Including withdrawal.,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1987",2767
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1992",0,1992,1993,15-49,MW,86.2,79.7,6.6,,,,,Including withdrawal.,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1992",2819
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR1997",0,1997,1998,15-49,MW,86,80.9,5.1,,,Adjusted.,,,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 1997",3126
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR2002",0,2002,2003,15-49,MW,86.2,81.3,4.9,,,Adjusted.,,,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 2002",3127
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR2007",0,2007,2008,15-49,MW,79.5,75.4,4.1,,,,,,,,,,,,,,,National survey,,"Family Planning Knowledge, Attitude and Practice in Hong Kong Survey 2007",5087
developing,HKG,344,"China, Hong Kong SAR","China, Hong Kong SAR","China, Hong Kong SAR2012",0,2012,2013,15-49,MW,74.8,71.9,2.5,,,Figures by method do not add up to the total.,,,,,,,,,,,,National survey,,"China, Hong Kong (SAR) 2012 Family Planning Knowledge, Attitude and Practice",6007
developing,COL ,170,Colombia,Colombia,Colombia1969,0,1969.04,1969.67,15-49,MW,20.5,8.9,11.5,,,,Including male and female sterilization.,,,,,,,,,,,National survey,,Encuesta Nacional de Fecundidad Colombia 1969,678
developing,COL ,170,Colombia,Colombia,Colombia1976,0,1976.36,1976.61,15-49,MW,42.5,30.4,12,,,,,Including abstinence and douching.,,,,,,,,,,WFS,,Encuesta Nacional de Fecundidad Colombia 1976,186
developing,COL ,170,Colombia,Colombia,Colombia1978,0,1978.81,1978.96,15-49,MW,46.1,37.3,8.7,,,,Including injectables and vaginal barrier methods.,Including withdrawal.,,,,,,,,,,CPS,,Encuesta Nacional de Prevalecía del Uso de Anticonceptivos 1978 ,674
developing,COL ,170,Colombia,Colombia,Colombia1980,0,1980,1981,15-49,MW,48.5,41,7.6,,,,"Including male condoms, injectables and vaginal barrier methods.",Including withdrawal.,,,,,,,,,,CPS,,Secunda Encuesta de Prevalecía del Uso de Anticonceptivos 1980,4
developing,COL ,170,Colombia,Colombia,Colombia1986,0,1986.67,1987,15-49,MW,64.8,52.5,12.3,,,,,Including abstinence.,,,,,,13.5,5.1,8.3,,DHS,,Tercera Encuesta de Prevalecía del Uso de Anticonceptivos y Primaria de Demografía y Salud 1986,1712
developing,COL ,170,Colombia,Colombia,Colombia1990,0,1990.33,1990.66,15-49,MW,66.1,54.7,11.4,,,,,,,,,,,13.7,4.8,9,,DHS,,"Encuesta de Prevalecía, Demografía y Salud 1990",1860
developing,COL ,170,Colombia,Colombia,Colombia1995,0,1995.16,1995.49,15-49,MW,72.2,59.3,12.9,,,,,Including folk methods.,,,,,Including folk methods.,11.4,4.8,6.6,,DHS,,Encuesta Nacional de Demografía y Salud 1995,1862
developing,COL ,170,Colombia,Colombia,Colombia2000,0,2000.08,2000.5,15-49,MW,76.9,64,13,,,,,Including folk methods.,,,,,Including folk methods.,10,4.4,5.7,,DHS,,Encuesta Nacional de Demografía y Salud 2000,1861
developing,COL ,170,Colombia,Colombia,Colombia2004,0,2004.75,2005.49,15-49,MW,78.2,68.2,10,,,,,Including folk methods.,,,,,Including folk methods.,8.6,3.7,4.9,,DHS,,Encuesta Nacional de Demografía y Salud 2005,1859
